profile_id,year,id,wtssps,age,sex,race,hispanic,degree,income16,hompop,class,region,partyid,polviews,relig,reborn,reliten,attend,consci,profile_basic,profile_detailed
p0275,2024,2983,3.426473781629159,40,female,white,not hispanic,graduate,"$150,000 to $169,999",NA,working class,west,strong republican,conservative,protestant,no,iap,nearly every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 40; sex female; race white; highest educational degree: graduate; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 40 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $150,000 to $169,999.
- Self-described social class: working class.
- Census region: west.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Confidence in the scientific community: iap."
p0276,2024,2282,3.7142155860794155,65,female,black,not hispanic,associate/junior college,"$50,000 to $59,999",NA,working class,northeast,"independent, close to democrat","moderate, middle of the road",protestant,no,strong,never,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 65; sex female; race black; highest educational degree: associate/junior college; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 65 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $50,000 to $59,999.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: strong.
- Religious service attendance: never.
- Confidence in the scientific community: iap."
p0277,2024,1495,0.9027626207230689,36,male,white,not hispanic,high school,"$60,000 to $74,999",6,middle class,west,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,never,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 36; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Household size: 6.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0278,2024,2198,0.733967344811747,65,female,other,"mexican, mexican american, chicano/a",high school,"$25,000 to $29,999",2,working class,west,"independent, close to democrat","moderate, middle of the road",catholic,no,strong,several times a week,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 65; sex female; race other; highest educational degree: high school; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 65 years old.
- Sex: female.
- Race: other.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: high school.
- Household income (GSS bracket): $25,000 to $29,999.
- Household size: 2.
- Self-described social class: working class.
- Census region: west.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: catholic.
- Strength of religious affiliation: strong.
- Religious service attendance: several times a week.
- Confidence in the scientific community: iap."
p0279,2024,824,3.3371602160898206,21,female,white,"mexican, mexican american, chicano/a",less than high school,"$5,000 to $5,999",2,middle class,south,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,never,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 21; sex female; race white; highest educational degree: less than high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 21 years old.
- Sex: female.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: less than high school.
- Household income (GSS bracket): $5,000 to $5,999.
- Household size: 2.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0280,2024,702,2.0720441560044396,51,male,iap,don't know,less than high school,"$60,000 to $74,999",NA,working class,south,"independent (neither, no response)",extremely liberal,catholic,no,strong,every week,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 51; sex male; race iap; highest educational degree: less than high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 51 years old.
- Sex: male.
- Race: iap.
- Hispanic origin: don't know.
- Highest educational degree: less than high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: working class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): extremely liberal.
- Religion: catholic.
- Strength of religious affiliation: strong.
- Religious service attendance: every week.
- Confidence in the scientific community: only some."
p0281,2024,2704,0.56781499369713,51,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,midwest,not very strong democrat,"moderate, middle of the road",protestant,no,iap,less than once a year,only some,You are simulating the response of a U.S. resident with the following characteristics: age 51; sex female; race white; highest educational degree: high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 51 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Confidence in the scientific community: only some."
p0282,2024,781,0.2798750445304328,52,female,black,not hispanic,high school,"$60,000 to $74,999",1,middle class,northeast,strong democrat,"moderate, middle of the road",protestant,yes,iap,less than once a year,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 52; sex female; race black; highest educational degree: high school; party identification: strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 52 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $60,000 to $74,999.
- Household size: 1.
- Self-described social class: middle class.
- Census region: northeast.
- Party identification: strong democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0283,2024,322,0.4237489011965098,36,male,white,not hispanic,associate/junior college,"$150,000 to $169,999",1,middle class,west,other party,extremely liberal,none,no,no religion,never,only some,You are simulating the response of a U.S. resident with the following characteristics: age 36; sex male; race white; highest educational degree: associate/junior college; party identification: other party.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $150,000 to $169,999.
- Household size: 1.
- Self-described social class: middle class.
- Census region: west.
- Party identification: other party.
- Political views (liberal-conservative): extremely liberal.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0284,2024,1253,8.755788971731606,19,male,white,not hispanic,high school,don't know,NA,working class,midwest,"independent (neither, no response)",conservative,none,yes,iap,less than once a year,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 19; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 19 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): don't know.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): conservative.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0285,2024,2862,3.7618707576814217,84,female,white,not hispanic,high school,"$50,000 to $59,999",2,middle class,west,strong republican,conservative,protestant,no,strong,every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 84; sex female; race white; highest educational degree: high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 84 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $50,000 to $59,999.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: strong.
- Religious service attendance: every week.
- Confidence in the scientific community: iap."
p0286,2024,301,0.90771245942917,60,male,white,not hispanic,high school,"$170,000 or over",2,middle class,west,"independent (neither, no response)","moderate, middle of the road",none,no,iap,several times a week,hardly any,"You are simulating the response of a U.S. resident with the following characteristics: age 60; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 60 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: hardly any."
p0287,2024,2312,5.637922635110757,73,female,white,not hispanic,high school,"$75,000 to $89,999",NA,middle class,northeast,not very strong republican,"moderate, middle of the road",protestant,yes,strong,several times a week,only some,You are simulating the response of a U.S. resident with the following characteristics: age 73; sex female; race white; highest educational degree: high school; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 73 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $75,000 to $89,999.
- Self-described social class: middle class.
- Census region: northeast.
- Party identification: not very strong republican.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: strong.
- Religious service attendance: several times a week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: only some."
p0288,2024,2981,0.366984216660444,77,female,white,not hispanic,bachelor's,"$130,000 to $149,999",1,middle class,west,not very strong democrat,slightly liberal,protestant,no,iap,2-3 times a month,only some,You are simulating the response of a U.S. resident with the following characteristics: age 77; sex female; race white; highest educational degree: bachelor's; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 77 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $130,000 to $149,999.
- Household size: 1.
- Self-described social class: middle class.
- Census region: west.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: 2-3 times a month.
- Confidence in the scientific community: only some."
p0289,2024,536,7.054935198198142,24,male,white,"mexican, mexican american, chicano/a",bachelor's,don't know,3,middle class,west,strong democrat,liberal,none,no,iap,never,iap,You are simulating the response of a U.S. resident with the following characteristics: age 24; sex male; race white; highest educational degree: bachelor's; party identification: strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 24 years old.
- Sex: male.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): don't know.
- Household size: 3.
- Self-described social class: middle class.
- Census region: west.
- Party identification: strong democrat.
- Political views (liberal-conservative): liberal.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0290,2024,875,0.41662256390936653,26,female,white,not hispanic,graduate,"$60,000 to $74,999",NA,middle class,south,not very strong democrat,slightly liberal,protestant,yes,iap,less than once a year,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 26; sex female; race white; highest educational degree: graduate; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 26 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $60,000 to $74,999.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0291,2024,443,0.6714753825840589,47,female,black,not hispanic,graduate,"$170,000 or over",4,working class,south,not very strong democrat,liberal,none,no,iap,never,hardly any,You are simulating the response of a U.S. resident with the following characteristics: age 47; sex female; race black; highest educational degree: graduate; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 47 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $170,000 or over.
- Household size: 4.
- Self-described social class: working class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): liberal.
- Religion: not religious.
- Confidence in the scientific community: hardly any."
p0292,2024,3143,0.6619093917102833,36,male,white,not hispanic,high school,"$10,000 to $12,499",1,working class,midwest,other party,slightly conservative,protestant,no,not very strong,about once or twice a year,iap,You are simulating the response of a U.S. resident with the following characteristics: age 36; sex male; race white; highest educational degree: high school; party identification: other party.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $10,000 to $12,499.
- Household size: 1.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: other party.
- Political views (liberal-conservative): slightly conservative.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: about once or twice a year.
- Confidence in the scientific community: iap."
p0293,2024,2180,3.2188411950470015,51,female,black,not hispanic,graduate,"$130,000 to $149,999",3,middle class,south,not very strong democrat,slightly conservative,protestant,yes,strong,nearly every week,only some,You are simulating the response of a U.S. resident with the following characteristics: age 51; sex female; race black; highest educational degree: graduate; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 51 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $130,000 to $149,999.
- Household size: 3.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly conservative.
- Religion: protestant.
- Strength of religious affiliation: strong.
- Religious service attendance: nearly every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: only some."
p0294,2024,2867,0.3968704022362129,56,male,white,not hispanic,graduate,"$170,000 or over",1,middle class,west,strong republican,conservative,protestant,no,iap,nearly every week,only some,You are simulating the response of a U.S. resident with the following characteristics: age 56; sex male; race white; highest educational degree: graduate; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 56 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $170,000 or over.
- Household size: 1.
- Self-described social class: middle class.
- Census region: west.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Confidence in the scientific community: only some."
p0295,2024,428,0.567301365589781,47,male,iap,"mexican, mexican american, chicano/a",high school,"$30,000 to $34,999",NA,working class,midwest,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,several times a year,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 47; sex male; race iap; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 47 years old.
- Sex: male.
- Race: iap.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: high school.
- Household income (GSS bracket): $30,000 to $34,999.
- Self-described social class: working class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: several times a year.
- Confidence in the scientific community: only some."
p0296,2024,2963,2.1707802512246515,43,male,white,not hispanic,less than high school,"$170,000 or over",NA,middle class,west,"independent, close to democrat",slightly liberal,none,no,iap,never,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 43; sex male; race white; highest educational degree: less than high school; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 43 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: less than high school.
- Household income (GSS bracket): $170,000 or over.
- Self-described social class: middle class.
- Census region: west.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): slightly liberal.
- Religion: not religious.
- Confidence in the scientific community: iap."
p0297,2024,1697,1.4762582509031286,77,male,white,not hispanic,bachelor's,"$170,000 or over",2,upper class,south,strong republican,conservative,protestant,yes,iap,nearly every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 77; sex male; race white; highest educational degree: bachelor's; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 77 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: upper class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0298,2024,1388,2.6190909892193086,55,male,other,"mexican, mexican american, chicano/a",less than high school,"$20,000 to $22,499",3,upper class,south,strong republican,conservative,catholic,yes,strong,every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 55; sex male; race other; highest educational degree: less than high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 55 years old.
- Sex: male.
- Race: other.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: less than high school.
- Household income (GSS bracket): $20,000 to $22,499.
- Household size: 3.
- Self-described social class: upper class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: strong.
- Religious service attendance: every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0299,2024,1765,3.950840086143389,48,male,white,not hispanic,high school,"$150,000 to $169,999",3,middle class,south,"independent, close to democrat","moderate, middle of the road",protestant,yes,iap,less than once a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 48; sex male; race white; highest educational degree: high school; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 48 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $150,000 to $169,999.
- Household size: 3.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0300,2024,2350,0.8462904119900437,67,male,white,not hispanic,high school,"$50,000 to $59,999",NA,middle class,south,"independent, close to democrat",liberal,protestant,no,iap,less than once a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 67; sex male; race white; highest educational degree: high school; party identification: independent, close to democrat.","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 67 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $50,000 to $59,999.
- Self-described social class: middle class.
- Census region: south.
- Party identification: independent, close to democrat.
- Political views (liberal-conservative): liberal.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year.
- Confidence in the scientific community: iap."
p0301,2024,910,2.673056231895309,37,male,white,"mexican, mexican american, chicano/a",high school,don't know,NA,lower class,south,"independent (neither, no response)",conservative,catholic,no,iap,nearly every week,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 37; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 37 years old.
- Sex: male.
- Race: white.
- Hispanic origin: mexican, mexican american, chicano/a.
- Highest educational degree: high school.
- Household income (GSS bracket): don't know.
- Self-described social class: lower class.
- Census region: south.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Confidence in the scientific community: only some."
p0302,2024,1152,3.076732384118681,32,female,white,not hispanic,bachelor's,"$40,000 to $49,999",1,working class,south,not very strong democrat,"moderate, middle of the road",none,no,iap,about once or twice a year,only some,You are simulating the response of a U.S. resident with the following characteristics: age 32; sex female; race white; highest educational degree: bachelor's; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 32 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $40,000 to $49,999.
- Household size: 1.
- Self-described social class: working class.
- Census region: south.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0303,2024,612,1.1183993862424124,36,female,black,not hispanic,high school,"$110,000 to $129,999",NA,working class,northeast,not very strong democrat,slightly conservative,catholic,yes,not very strong,several times a year,a great deal,You are simulating the response of a U.S. resident with the following characteristics: age 36; sex female; race black; highest educational degree: high school; party identification: not very strong democrat.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 36 years old.
- Sex: female.
- Race: black.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $110,000 to $129,999.
- Self-described social class: working class.
- Census region: northeast.
- Party identification: not very strong democrat.
- Political views (liberal-conservative): slightly conservative.
- Religion: catholic.
- Strength of religious affiliation: not very strong.
- Religious service attendance: several times a year.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: a great deal."
p0304,2024,1167,0.6746612339414482,58,female,white,not hispanic,bachelor's,refused,2,middle class,south,not very strong republican,"moderate, middle of the road",protestant,no,not very strong,about once or twice a year,only some,You are simulating the response of a U.S. resident with the following characteristics: age 58; sex female; race white; highest educational degree: bachelor's; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 58 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): refused.
- Household size: 2.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong republican.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: not very strong.
- Religious service attendance: about once or twice a year.
- Confidence in the scientific community: only some."
p0305,2024,2667,0.2629011996295687,73,male,white,not hispanic,high school,"$15,000 to $17,499",1,lower class,midwest,"independent (neither, no response)","moderate, middle of the road",none,no,iap,never,only some,"You are simulating the response of a U.S. resident with the following characteristics: age 73; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 73 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $15,000 to $17,499.
- Household size: 1.
- Self-described social class: lower class.
- Census region: midwest.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: not religious.
- Confidence in the scientific community: only some."
p0306,2024,2262,2.861615621036395,69,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,northeast,not very strong republican,conservative,protestant,no,iap,less than once a year,NA,You are simulating the response of a U.S. resident with the following characteristics: age 69; sex female; race white; highest educational degree: bachelor's; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 69 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $170,000 or over.
- Household size: 2.
- Self-described social class: middle class.
- Census region: northeast.
- Party identification: not very strong republican.
- Political views (liberal-conservative): conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: less than once a year."
p0307,2024,1799,0.8462904119900437,68,male,white,not hispanic,associate/junior college,"$130,000 to $149,999",2,middle class,south,not very strong republican,"moderate, middle of the road",protestant,no,iap,nearly every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 68; sex male; race white; highest educational degree: associate/junior college; party identification: not very strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 68 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: associate/junior college.
- Household income (GSS bracket): $130,000 to $149,999.
- Household size: 2.
- Self-described social class: middle class.
- Census region: south.
- Party identification: not very strong republican.
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Confidence in the scientific community: iap."
p0308,2024,2098,0.7502381350437587,62,female,white,not hispanic,graduate,"$22,500 to $24,999",NA,middle class,south,strong republican,conservative,catholic,no,iap,every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 62; sex female; race white; highest educational degree: graduate; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 62 years old.
- Sex: female.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: graduate.
- Household income (GSS bracket): $22,500 to $24,999.
- Self-described social class: middle class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: every week.
- Confidence in the scientific community: iap."
p0309,2024,2990,4.930322846508754,58,male,white,not hispanic,high school,don't know,3,working class,west,"independent (neither, no response)","moderate, middle of the road",catholic,no,iap,about once or twice a year,iap,"You are simulating the response of a U.S. resident with the following characteristics: age 58; sex male; race white; highest educational degree: high school; party identification: independent (neither, no response).","You are simulating the response of a U.S. resident with the following characteristics.
- Age: 58 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): don't know.
- Household size: 3.
- Self-described social class: working class.
- Census region: west.
- Party identification: independent (neither, no response).
- Political views (liberal-conservative): moderate, middle of the road.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: about once or twice a year.
- Confidence in the scientific community: iap."
p0310,2024,2443,0.43330755689411937,48,male,white,not hispanic,bachelor's,"$150,000 to $169,999",4,middle class,south,strong republican,extremely conservative,protestant,yes,iap,nearly every week,iap,You are simulating the response of a U.S. resident with the following characteristics: age 48; sex male; race white; highest educational degree: bachelor's; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 48 years old.
- Sex: male.
- Race: white.
- Hispanic origin: not hispanic.
- Highest educational degree: bachelor's.
- Household income (GSS bracket): $150,000 to $169,999.
- Household size: 4.
- Self-described social class: middle class.
- Census region: south.
- Party identification: strong republican.
- Political views (liberal-conservative): extremely conservative.
- Religion: protestant.
- Strength of religious affiliation: iap.
- Religious service attendance: nearly every week.
- Self-identifies as a born-again or evangelical Christian.
- Confidence in the scientific community: iap."
p0311,2024,539,1.89359313554883,63,male,other,not hispanic,high school,"$150,000 to $169,999",3,middle class,west,strong republican,conservative,catholic,no,iap,about once or twice a year,only some,You are simulating the response of a U.S. resident with the following characteristics: age 63; sex male; race other; highest educational degree: high school; party identification: strong republican.,"You are simulating the response of a U.S. resident with the following characteristics.
- Age: 63 years old.
- Sex: male.
- Race: other.
- Hispanic origin: not hispanic.
- Highest educational degree: high school.
- Household income (GSS bracket): $150,000 to $169,999.
- Household size: 3.
- Self-described social class: middle class.
- Census region: west.
- Party identification: strong republican.
- Political views (liberal-conservative): conservative.
- Religion: catholic.
- Strength of religious affiliation: iap.
- Religious service attendance: about once or twice a year.
- Confidence in the scientific community: only some."
