profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p04469,2018,136,1.1171839220053563,22,female,hispanic,"mexican, mexican american, chicano/a",high school,"$50,000 to $59,999",6,working class,west,suburbs of 12 largest smsas,"independent (neither, no response)",slightly liberal,catholic,no,strong,only some
p04470,2024,482,0.42015356229076894,61,male,white,not hispanic,high school,"$60,000 to $74,999",1,working class,south,not available in this year,strong republican,conservative,protestant,yes,not very strong,a great deal
p04471,2021,2032,0.3223751150502732,32,male,some other race,not hispanic,bachelor's,"under $1,000",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",other party,slightly liberal,orthodox-christian,NA,not available in this year,NA
p04472,2021,1512,1.2024680178666862,40,male,white,not hispanic,high school,"$60,000 to $74,999",4,working class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,not available in this year,only some
p04473,2022,1822,1.1719592573453383,64,female,black or african american,not hispanic,high school,"$90,000 to $109,999",4,working class,west,suburbs of the remaining 100 largest smsas,"independent, close to republican",conservative,protestant,no,NA,NA
p04474,2018,280,0.6795963485355889,63,female,black or african american,not hispanic,bachelor's,"$170,000 or over",5,middle class,midwest,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",christian,yes,strong,only some
p04475,2022,257,1.6765008035129843,26,female,hispanic,"another hispanic, latino, or spanish origin",high school,"$25,000 to $29,999",NA,working class,west,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,no,not very strong,hardly any
p04476,2024,180,0.31862323524137665,64,female,white,not hispanic,associate/junior college,"$30,000 to $34,999",NA,middle class,northeast,not available in this year,"independent (neither, no response)","moderate, middle of the road",catholic,yes,strong,only some
p04477,2024,1707,1.0011563699649666,51,male,white,not hispanic,graduate,"$170,000 or over",NA,upper class,south,not available in this year,"independent, close to republican","moderate, middle of the road",jewish,no,NA,a great deal
p04478,2024,658,1.5735448880390819,53,female,black or african american,not hispanic,bachelor's,"$150,000 to $169,999",NA,middle class,south,not available in this year,not very strong democrat,slightly liberal,protestant,yes,strong,only some
p04479,2018,742,0.3051474678621218,46,male,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",1,working class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,not very strong,only some
p04480,2018,145,0.3792322206474223,56,male,hispanic,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",1,working class,west,suburbs of 12 largest smsas,strong democrat,slightly liberal,catholic,yes,not very strong,a great deal
p04481,2021,385,0.6720158532415357,79,male,black or african american,not hispanic,graduate,"$75,000 to $89,999",2,middle class,south,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,not available in this year,only some
p04482,2018,1820,0.5431605691443512,56,male,black or african american,not hispanic,high school,"$10,000 to $12,499",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,jewish,yes,strong,only some
p04483,2021,2187,1.038791815771922,43,female,asian,not hispanic,graduate,"$90,000 to $109,999",4,working class,south,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,not available in this year,only some
p04484,2021,804,0.2759852201927331,68,female,white,not hispanic,bachelor's,"$40,000 to $49,999",1,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,NA,not available in this year,NA
p04485,2024,3199,0.21657407829869185,62,male,black or african american,not hispanic,high school,"$5,000 to $5,999",1,lower class,south,not available in this year,strong democrat,liberal,protestant,yes,not very strong,only some
p04486,2018,473,1.0505659573107995,70,female,white,not hispanic,graduate,"$110,000 to $129,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,no,strong,NA
p04487,2021,345,0.9200340381278403,44,female,asian,not hispanic,graduate,"$90,000 to $109,999",4,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,liberal,none,no,not available in this year,a great deal
p04488,2022,1668,0.25109172572826594,76,male,white,not hispanic,high school,"$50,000 to $59,999",1,working class,south,"other urban (counties having towns of 10,000 or more)",other party,extremely conservative,protestant,yes,not very strong,NA
p04489,2022,2422,0.5491410028274325,70,female,white,not hispanic,high school,"$110,000 to $129,999",2,middle class,south,suburbs of the remaining 100 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p04490,2024,1690,0.5938663359254089,60,female,white,not hispanic,bachelor's,"$40,000 to $49,999",NA,middle class,south,not available in this year,not very strong republican,slightly conservative,protestant,yes,strong,NA
p04491,2022,1755,1.8477410920194905,32,female,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,midwest,central city of the remainder of the 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,strong,only some
p04492,2021,3773,0.9470362288806828,41,female,white,not hispanic,bachelor's,"$110,000 to $129,999",8,middle class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,none,no,not available in this year,only some
p04493,2021,230,0.5386269947726731,37,female,white,"another hispanic, latino, or spanish origin",high school,"$4,000 to $4,999",3,middle class,south,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",muslim/islam,NA,not available in this year,NA
p04494,2018,2260,2.071587670176327,34,female,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$35,000 to $39,999",2,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",extremely liberal,protestant,yes,strong,only some
p04495,2024,2951,0.8040231994419191,68,female,white,not hispanic,high school,"$50,000 to $59,999",NA,middle class,west,not available in this year,not very strong democrat,"moderate, middle of the road",none,no,NA,only some
p04496,2021,1273,0.8401848278379983,28,female,asian,not hispanic,graduate,"under $1,000",1,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,NA,not available in this year,NA
p04497,2018,1038,0.6430947191788706,54,male,white,not hispanic,bachelor's,"$75,000 to $89,999",1,working class,northeast,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,none,no,no religion,a great deal
p04498,2021,861,2.621092185715021,85,male,white,not hispanic,high school,"$17,500 to $19,999",3,middle class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,yes,not available in this year,a great deal
p04499,2022,1220,0.3309142267450763,70,female,white,not hispanic,high school,"$30,000 to $34,999",NA,working class,west,suburbs of the remaining 100 largest smsas,strong democrat,slightly liberal,jewish,no,strong,NA
p04500,2021,4191,0.9239482049623445,46,female,black or african american,not hispanic,graduate,"$50,000 to $59,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,protestant,NA,not available in this year,NA
p04501,2024,885,0.639366774733316,51,female,black or african american,not hispanic,graduate,"$150,000 to $169,999",NA,middle class,south,not available in this year,not very strong democrat,slightly liberal,catholic,yes,not very strong,only some
p04502,2022,1200,1.3797703674033155,21,male,white,not hispanic,high school,"$170,000 or over",4,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,none,no,no religion,NA
p04503,2022,3335,0.4482329185119385,40,female,white,not hispanic,graduate,"$75,000 to $89,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,no,NA,a great deal
p04504,2024,1633,1.4279717959620708,77,male,white,not hispanic,high school,"$50,000 to $59,999",NA,middle class,midwest,not available in this year,strong republican,conservative,protestant,no,not very strong,only some
p04505,2018,2132,0.48967776945033226,22,female,white,not hispanic,high school,"$20,000 to $22,499",1,working class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,none,no,no religion,only some
p04506,2024,2372,0.3473640321235695,66,male,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,south,not available in this year,strong republican,conservative,protestant,yes,NA,only some
p04507,2018,324,0.9713511086961903,58,female,black or african american,not hispanic,less than high school,"$12,500 to $14,999",4,working class,south,suburbs of 12 largest smsas,not very strong democrat,conservative,protestant,no,not very strong,hardly any
p04508,2018,942,0.7213577012476615,20,male,white,not hispanic,less than high school,"under $1,000",3,lower class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",other,yes,somewhat strong (vol.),a great deal
p04509,2024,2239,2.1232911144434774,19,female,black or african american,not hispanic,high school,"$7,000 to $7,999",NA,working class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,not very strong,NA
p04510,2021,4160,1.094926458786639,44,female,white,not hispanic,high school,"$170,000 or over",3,middle class,south,suburbs of 12 largest smsas,strong republican,conservative,protestant,yes,not available in this year,a great deal
p04511,2021,3799,0.8115348704517096,23,female,white,not hispanic,bachelor's,"$30,000 to $34,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,not available in this year,only some
p04512,2024,8,0.42441324881775716,30,female,white,not hispanic,high school,"$8,000 to $9,999",2,lower class,northeast,not available in this year,other party,"moderate, middle of the road",other,no,strong,NA
p04513,2018,2210,0.9751882258314575,63,female,white,not hispanic,associate/junior college,"$30,000 to $34,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,protestant,yes,not very strong,only some
p04514,2021,3011,0.8469144718840913,54,female,white,not hispanic,bachelor's,"$150,000 to $169,999",3,middle class,northeast,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,not available in this year,a great deal
p04515,2022,3050,0.7088374577165453,36,male,black or african american,not hispanic,high school,"$30,000 to $34,999",NA,lower class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,yes,NA,a great deal
p04516,2018,1037,0.7190676252677268,86,female,white,not hispanic,high school,"$25,000 to $29,999",1,working class,northeast,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",muslim/islam,no,strong,only some
p04517,2018,1747,0.521803163158193,63,male,black or african american,not hispanic,less than high school,"$12,500 to $14,999",3,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely conservative,protestant,no,not very strong,only some
p04518,2018,749,0.3077220428229515,30,male,black or african american,not hispanic,high school,"$60,000 to $74,999",1,working class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,slightly conservative,none,no,no religion,only some
p04519,2018,560,1.3374011648507464,28,male,white,not hispanic,graduate,"$150,000 to $169,999",3,middle class,northeast,suburbs of 12 largest smsas,strong democrat,liberal,none,no,no religion,a great deal
p04520,2022,1627,1.5415789546771153,71,female,black or african american,not hispanic,bachelor's,"$170,000 or over",2,middle class,northeast,central city of the remainder of the 100 largest smsas,strong democrat,"moderate, middle of the road",catholic,yes,not very strong,only some
p04521,2021,3256,1.195842430169164,70,male,white,not hispanic,high school,"$90,000 to $109,999",2,working class,west,suburbs of the remaining 100 largest smsas,strong democrat,liberal,catholic,NA,not available in this year,NA
p04522,2018,559,0.9846512998402785,66,male,white,not hispanic,bachelor's,"$130,000 to $149,999",3,middle class,northeast,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,catholic,no,not very strong,a great deal
p04523,2021,938,1.7934764651970834,58,female,white,not hispanic,high school,"$30,000 to $34,999",NA,working class,northeast,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly conservative,protestant,no,not available in this year,a great deal
p04524,2018,482,0.6827690914471088,32,female,black or african american,not hispanic,high school,"$50,000 to $59,999",2,working class,south,central city of 12 largest smsas,"independent, close to democrat",extremely liberal,none,no,no religion,only some
p04525,2021,3186,0.2784030547450888,33,female,white,not hispanic,graduate,"$75,000 to $89,999",1,middle class,south,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,catholic,no,not available in this year,a great deal
p04526,2018,1304,0.5713124683055792,61,female,white,not hispanic,bachelor's,"$130,000 to $149,999",1,middle class,northeast,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,yes,not very strong,a great deal
p04527,2021,2179,0.5372320120660229,69,female,white,not hispanic,high school,"$12,500 to $14,999",1,lower class,south,central city of 12 largest smsas,"independent, close to republican",liberal,protestant,NA,not available in this year,NA
p04528,2022,676,2.6910365397936173,40,female,white,not hispanic,bachelor's,"$170,000 or over",NA,upper class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,a great deal
p04529,2021,2008,1.0982816569399,43,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",other,NA,not available in this year,NA
p04530,2024,1562,1.0818433049444247,28,male,hispanic,"mexican, mexican american, chicano/a",bachelor's,"$60,000 to $74,999",1,middle class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",catholic,yes,NA,a great deal
p04531,2021,2049,0.4127547337132015,58,female,white,"mexican, mexican american, chicano/a",high school,"$22,500 to $24,999",1,middle class,midwest,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,NA,not available in this year,NA
p04532,2024,1347,1.9189176052260346,41,male,white,not hispanic,high school,"$40,000 to $49,999",1,middle class,west,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p04533,2018,2333,0.40209339934102034,35,female,white,not hispanic,bachelor's,"$170,000 or over",4,middle class,northeast,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,strong,a great deal
p04534,2024,2133,0.61910074638252,30,female,other pacific islander,not hispanic,associate/junior college,"$50,000 to $59,999",1,upper class,west,not available in this year,"independent (neither, no response)",slightly liberal,catholic,yes,NA,NA
p04535,2024,1281,0.9027626207230689,32,male,white,not hispanic,high school,"$170,000 or over",NA,middle class,west,not available in this year,"independent, close to democrat",slightly liberal,catholic,no,NA,a great deal
p04536,2022,913,1.7017820349879453,42,female,black or african american,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,south,central city of 12 largest smsas,strong democrat,slightly liberal,protestant,yes,strong,a great deal
p04537,2024,1349,1.0093962250352533,55,male,white,not hispanic,high school,"$130,000 to $149,999",2,working class,west,not available in this year,not very strong republican,conservative,protestant,no,not very strong,NA
p04538,2021,2328,0.7304810907899721,41,male,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",5,working class,west,central city of the remainder of the 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,NA,not available in this year,NA
p04539,2021,4451,1.6678728162075633,44,female,white,not hispanic,high school,"$75,000 to $89,999",3,working class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,yes,not available in this year,only some
p04540,2024,2668,0.4839560710287828,34,female,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,midwest,not available in this year,not very strong democrat,"moderate, middle of the road",catholic,no,NA,only some
p04541,2024,80,0.6175435870212982,31,male,white,not hispanic,graduate,"$30,000 to $34,999",NA,middle class,northeast,not available in this year,"independent, close to democrat",liberal,other,no,NA,NA
p04542,2018,1686,0.6968919909325365,37,male,white,not hispanic,bachelor's,"$75,000 to $89,999",4,working class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to republican",conservative,none,yes,no religion,NA
p04543,2022,412,1.0293448482233172,84,female,white,not hispanic,high school,"$1,000 to $2,999",1,working class,midwest,central city of 12 largest smsas,strong republican,conservative,protestant,yes,somewhat strong (vol.),only some
p04544,2021,3714,0.6285605495149434,33,male,white,not hispanic,bachelor's,"$60,000 to $74,999",4,working class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,not available in this year,a great deal
p04545,2024,3023,0.7002396734955558,36,male,white,not hispanic,graduate,"$17,500 to $19,999",1,lower class,south,not available in this year,"independent, close to democrat",slightly liberal,none,no,NA,NA
p04546,2018,1248,1.4785721826045455,48,male,hispanic,puerto rican,high school,"$50,000 to $59,999",7,middle class,northeast,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly conservative,protestant,yes,not very strong,a great deal
p04547,2018,896,0.3267147898404173,56,male,black or african american,not hispanic,less than high school,"$60,000 to $74,999",1,working class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,no religion,NA
p04548,2018,791,0.39612611694467503,56,female,white,not hispanic,high school,"$10,000 to $12,499",1,middle class,west,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,no,not very strong,NA
p04549,2024,1809,0.4186832108414109,30,female,black or african american,not hispanic,high school,"$40,000 to $49,999",5,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,a great deal
p04550,2018,550,0.4421499087267529,74,female,white,not hispanic,graduate,"$90,000 to $109,999",1,middle class,south,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,protestant,no,somewhat strong (vol.),NA
p04551,2024,1847,0.7294861048249441,85,female,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,upper class,south,not available in this year,strong republican,extremely conservative,protestant,yes,strong,only some
p04552,2024,2971,0.8899173999167089,52,female,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,working class,west,not available in this year,strong republican,conservative,protestant,yes,strong,NA
p04553,2021,1486,0.94872091476684,79,female,white,not hispanic,associate/junior college,refused,2,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,NA,not available in this year,NA
p04554,2022,3285,0.7926407167567899,62,female,white,not hispanic,high school,"$25,000 to $29,999",NA,upper class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,NA
p04555,2024,842,0.3173534855196954,61,female,black or african american,not hispanic,high school,"$50,000 to $59,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,only some
p04556,2024,607,6.330129957922701,28,male,white,not hispanic,graduate,"$40,000 to $49,999",3,upper class,northeast,not available in this year,not very strong republican,extremely conservative,protestant,yes,NA,only some
p04557,2022,2322,1.2728468464330445,26,male,black or african american,not hispanic,high school,"$40,000 to $49,999",1,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,not very strong,NA
p04558,2021,539,1.5771677881024442,62,female,white,not hispanic,high school,"$20,000 to $22,499",6,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,conservative,protestant,yes,not available in this year,only some
p04559,2024,456,3.1219710491064085,25,male,asian,not hispanic,graduate,"$60,000 to $74,999",1,middle class,south,not available in this year,"independent, close to democrat",slightly liberal,none,no,no religion,a great deal
p04560,2021,2285,0.21042847710023646,75,female,some other race,not hispanic,bachelor's,"$60,000 to $74,999",1,working class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,NA,not available in this year,NA
p04561,2021,2979,1.364184517487751,52,male,white,not hispanic,associate/junior college,"$50,000 to $59,999",2,middle class,northeast,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,catholic,NA,not available in this year,NA
p04562,2018,276,0.4843957371164382,53,male,white,not hispanic,bachelor's,"$110,000 to $129,999",2,upper class,midwest,suburbs of 12 largest smsas,not very strong democrat,slightly liberal,none,no,no religion,a great deal
p04563,2021,2348,2.5910548568721894,51,female,white,not hispanic,less than high school,"under $1,000",4,lower class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly liberal,catholic,no,not available in this year,only some
p04564,2021,1685,0.9511858082300823,45,female,black or african american,not hispanic,bachelor's,"$90,000 to $109,999",4,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly conservative,protestant,no,not available in this year,only some
p04565,2018,400,0.8467435272145116,71,female,white,not hispanic,bachelor's,"$150,000 to $169,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,not very strong,NA
p04566,2021,3618,0.40642742673993665,59,female,white,not hispanic,bachelor's,"$150,000 to $169,999",2,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,protestant,NA,not available in this year,NA
p04567,2024,451,0.7502381350437587,59,female,white,not hispanic,graduate,"$170,000 or over",NA,middle class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,a great deal
p04568,2024,312,0.7279328942118442,31,male,hispanic,"another hispanic, latino, or spanish origin",bachelor's,"$90,000 to $109,999",2,working class,west,not available in this year,not very strong democrat,liberal,none,no,NA,a great deal
p04569,2024,2867,0.3968704022362129,56,male,white,not hispanic,graduate,"$170,000 or over",1,middle class,west,not available in this year,strong republican,conservative,protestant,no,NA,only some
p04570,2022,2510,0.4959755534361451,79,male,white,not hispanic,bachelor's,"$40,000 to $49,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,only some
p04571,2018,643,0.5619999631272519,57,male,white,not hispanic,associate/junior college,"$170,000 or over",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,none,no,no religion,only some
p04572,2021,3088,0.5307179273193706,89,female,white,not hispanic,high school,"$17,500 to $19,999",1,middle class,south,suburbs of 12 largest smsas,strong republican,conservative,catholic,no,not available in this year,only some
p04573,2021,3634,0.7453276972070857,44,male,white,not hispanic,bachelor's,"$170,000 or over",4,middle class,northeast,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",none,no,not available in this year,a great deal
p04574,2022,3380,0.3067263169334138,65,male,white,not hispanic,associate/junior college,"$22,500 to $24,999",NA,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,catholic,no,not very strong,NA
p04575,2021,84,0.48648027276524186,64,female,black or african american,not hispanic,graduate,"$60,000 to $74,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,yes,not available in this year,only some
p04576,2022,556,2.803024934198117,60,female,white,not hispanic,high school,"$60,000 to $74,999",NA,middle class,south,central city of 12 largest smsas,strong republican,slightly conservative,catholic,no,NA,only some
p04577,2018,777,0.9963513836543134,73,male,white,not hispanic,high school,"$35,000 to $39,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",liberal,none,no,no religion,NA
p04578,2022,2054,0.41611958311985797,60,male,white,not hispanic,graduate,"$60,000 to $74,999",NA,working class,northeast,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,catholic,no,strong,only some
p04579,2022,2010,0.4493917034815852,39,male,white,not hispanic,high school,"$22,500 to $24,999",1,lower class,northeast,suburbs of the remaining 100 largest smsas,strong democrat,extremely liberal,none,no,NA,NA
p04580,2024,1798,2.066822150474206,73,male,white,not hispanic,high school,"$40,000 to $49,999",NA,working class,south,not available in this year,not very strong republican,"moderate, middle of the road",protestant,no,NA,only some
p04581,2021,3765,0.9122044708825938,51,male,white,not hispanic,bachelor's,"$170,000 or over",4,upper class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,NA,not available in this year,NA
p04582,2024,2099,0.7811869674488853,48,female,white,not hispanic,high school,"$75,000 to $89,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,only some
p04583,2018,2136,0.45339194306086417,55,female,white,not hispanic,high school,"$15,000 to $17,499",1,lower class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,liberal,protestant,yes,not very strong,NA
p04584,2021,2621,0.4902775680317177,62,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,no,not available in this year,a great deal
p04585,2024,2144,0.8254557952247429,60,female,other pacific islander,not hispanic,high school,"$60,000 to $74,999",2,working class,west,not available in this year,"independent, close to democrat","moderate, middle of the road",christian,yes,NA,NA
p04586,2024,2574,1.784950510005837,31,female,white,not hispanic,high school,"$35,000 to $39,999",NA,lower class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",christian,no,NA,only some
p04587,2024,2371,1.2983556812993517,61,female,black or african american,not hispanic,high school,"$1,000 to $2,999",2,working class,south,not available in this year,not very strong democrat,slightly liberal,protestant,yes,strong,hardly any
p04588,2022,304,1.2110428122952257,23,male,white,"another hispanic, latino, or spanish origin",high school,"$60,000 to $74,999",4,lower class,west,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,NA,somewhat strong (vol.),NA
p04589,2024,1812,0.48228308020728494,58,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,south,not available in this year,strong republican,conservative,christian,yes,NA,only some
p04590,2021,2140,1.0357377182100729,26,female,black or african american,not hispanic,bachelor's,"$25,000 to $29,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,NA,not available in this year,NA
p04591,2022,2107,1.0666578955841943,26,female,white,not hispanic,bachelor's,"$40,000 to $49,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,none,no,NA,NA
p04592,2024,2271,0.8752010799102458,29,female,white,not hispanic,associate/junior college,"$60,000 to $74,999",NA,middle class,northeast,not available in this year,other party,conservative,catholic,yes,NA,NA
p04593,2018,1765,0.5032851494541208,64,male,white,not hispanic,less than high school,"$50,000 to $59,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,no,strong,only some
p04594,2018,727,1.8173942069524054,48,male,black or african american,not hispanic,high school,"$150,000 to $169,999",4,working class,midwest,central city of the remainder of the 100 largest smsas,not very strong democrat,slightly liberal,none,no,no religion,only some
p04595,2024,2945,0.8345233129212459,67,male,white,not hispanic,bachelor's,"$50,000 to $59,999",2,working class,west,not available in this year,"independent, close to democrat",slightly liberal,none,no,NA,a great deal
p04596,2018,539,1.0753691188686287,39,female,white,not hispanic,high school,"$50,000 to $59,999",5,working class,south,suburbs of 12 largest smsas,"independent, close to republican","moderate, middle of the road",protestant,yes,strong,only some
p04597,2024,1678,1.4503557586051048,50,male,white,not hispanic,high school,"$130,000 to $149,999",3,middle class,west,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p04598,2024,2671,0.5588461863745162,48,male,white,not hispanic,high school,"$150,000 to $169,999",NA,working class,midwest,not available in this year,not very strong republican,slightly conservative,none,no,NA,NA
p04599,2024,1082,3.7788622855134393,35,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,west,not available in this year,"independent, close to democrat","moderate, middle of the road",none,no,NA,a great deal
p04600,2022,2618,0.3019792144558536,64,male,white,not hispanic,high school,"$90,000 to $109,999",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,catholic,no,NA,NA
p04601,2022,1140,1.137985308581116,35,male,white,not hispanic,high school,"$25,000 to $29,999",NA,working class,midwest,suburbs of 12 largest smsas,strong democrat,extremely liberal,none,no,no religion,NA
p04602,2022,340,0.28388004248463794,30,female,some other race,"mexican, mexican american, chicano/a",high school,"$22,500 to $24,999",3,lower class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",extremely conservative,catholic,yes,NA,hardly any
p04603,2018,1371,0.5619999631272519,60,male,white,not hispanic,high school,"$150,000 to $169,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,slightly conservative,none,no,no religion,only some
p04604,2021,2627,1.195842430169164,72,male,white,not hispanic,high school,"$90,000 to $109,999",2,middle class,west,central city of the remainder of the 100 largest smsas,strong republican,conservative,protestant,no,not available in this year,a great deal
p04605,2021,3776,1.1488871773982625,37,male,white,not hispanic,high school,"$90,000 to $109,999",5,middle class,west,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,no,not available in this year,only some
p04606,2021,4422,0.9074600526044078,29,female,white,not hispanic,associate/junior college,"$20,000 to $22,499",NA,middle class,south,central city of the remainder of the 100 largest smsas,not very strong republican,conservative,protestant,yes,not available in this year,a great deal
